user_id,age,gender,height_cm,weight_kg,bmi,goal,activity_level,equipment_access,sleep_hours,days_since_last_workout,weekly_workouts,completion_rate,recovery_score,recommended_workout,intensity_level,estimated_duration_min,estimated_calories,completed_workout
U5550,27,Female,173,85.6,28.6,Gain Strength,Advanced,Mixed,7.1,2,0,0.76,87,Pull,3,49,339,1
U5551,23,Male,180,72.9,22.5,Improve Fitness,Beginner,Home,5.6,5,1,0.73,76,Full Body,1,59,516,1
U5552,22,Female,152,54.1,23.4,Lose Weight,Beginner,Home,8.7,0,6,0.27,88,Full Body,1,51,453,1
U5553,39,Female,182,92.1,27.8,Build Muscle,Intermediate,Mixed,7.6,7,4,0.2,91,Lower Body,2,47,432,0
U5554,33,Female,178,64,20.2,Lose Weight,Beginner,Gym,6.5,7,5,0.69,78,Lower Body,1,46,393,1
U5555,21,Female,193,101.3,27.2,Lose Weight,Beginner,Gym,8.1,2,1,0.87,75,Recovery,1,35,397,1
U5556,37,Female,152,60.5,26.2,Improve Fitness,Beginner,Gym,5.9,2,3,0.58,85,Full Body,1,52,560,1
U5557,43,Female,178,88.7,28,Improve Fitness,Beginner,Home,7.9,9,2,0.63,85,Full Body,1,56,594,1
U5558,34,Male,187,68.5,19.6,Gain Strength,Beginner,Gym,8.3,6,2,0.67,97,Pull,1,49,374,1
U5559,20,Male,172,53.5,18.1,Build Muscle,Advanced,Gym,9,0,6,0.65,66,Lower Body,3,63,559,1
U5560,31,Male,192,93.3,25.3,Build Muscle,Advanced,Gym,6.3,3,6,0.71,60,Pull,3,69,520,1
U5561,24,Male,182,71.5,21.6,Gain Strength,Intermediate,Mixed,7.6,7,2,0.56,60,Pull,2,66,506,0
U5562,30,Male,185,64,18.7,Gain Strength,Beginner,Mixed,6.5,5,0,0.96,59,Legs,1,75,788,1
U5563,34,Male,193,79.7,21.4,Gain Strength,Intermediate,Home,7.3,5,0,0.65,100,Upper Body,2,45,383,1
U5564,24,Male,178,75.4,23.8,Build Muscle,Intermediate,Gym,7.5,6,5,0.89,85,Push,2,47,434,1
U5565,42,Male,160,65.3,25.5,Lose Weight,Intermediate,Gym,6.9,1,3,1,70,Full Body,2,59,402,1
U5566,40,Male,180,73.2,22.6,Build Muscle,Intermediate,Gym,6.4,10,0,0.41,84,Legs,2,73,781,0
U5567,39,Male,157,41.9,17,Lose Weight,Beginner,Gym,7.1,3,3,0.68,100,Cardio,1,50,388,1
U5568,41,Female,155,40.8,17,Build Muscle,Intermediate,Gym,6.1,2,4,0.7,69,Push,2,64,706,1
U5569,38,Male,185,76,22.2,Build Muscle,Intermediate,Mixed,7,2,3,0.49,77,Pull,2,61,587,1
U5570,20,Female,166,46.8,17,Build Muscle,Intermediate,Home,7.1,6,0,0.61,87,Push,2,64,686,1
U5571,23,Male,162,83.7,31.9,Gain Strength,Beginner,Gym,6.7,0,6,0.97,67,Push,1,52,573,1
U5572,45,Male,156,49.6,20.4,Build Muscle,Advanced,Mixed,9,0,6,0.81,72,Pull,3,59,661,1
U5573,23,Male,165,74.6,27.4,Build Muscle,Beginner,Gym,7.4,2,5,0.71,52,Push,1,66,487,1
U5574,21,Female,160,59.9,23.4,Lose Weight,Beginner,Gym,7.8,7,6,0.7,85,Cardio,1,34,258,1
U5575,28,Male,193,97.2,26.1,Build Muscle,Beginner,Gym,6.1,0,3,0.48,69,Upper Body,1,49,401,1
U5576,34,Male,150,50.2,22.3,Build Muscle,Intermediate,Home,7.5,2,6,0.59,62,Pull,2,64,495,1
U5577,32,Male,189,103.2,28.9,Build Muscle,Intermediate,Home,7.3,9,6,0.59,72,Legs,2,69,694,1
U5578,32,Female,151,69.1,30.3,Lose Weight,Intermediate,Gym,7.4,4,1,0.83,60,Cardio,2,45,405,1
U5579,45,Male,193,107.3,28.8,Build Muscle,Beginner,Mixed,9.5,5,1,0.58,54,Pull,1,48,336,1
U5580,20,Male,169,72,25.2,Gain Strength,Intermediate,Gym,8.1,2,6,0.7,56,Push,2,46,300,1
U5581,40,Male,153,56.2,24,Gain Strength,Beginner,Home,7.8,6,3,0.65,81,Pull,1,61,570,1
U5582,24,Male,177,92.1,29.4,Gain Strength,Intermediate,Mixed,7.4,4,4,0.71,84,Pull,2,45,359,1
U5583,33,Male,181,68.5,20.9,Lose Weight,Beginner,Gym,6,8,4,0.67,64,Full Body,1,44,415,1
U5584,25,Male,184,71.4,21.1,Improve Fitness,Beginner,Mixed,9.1,9,4,1,66,Cardio,1,50,338,1
U5585,22,Female,160,63.7,24.9,Build Muscle,Beginner,Gym,6.9,0,0,0.92,91,Lower Body,1,43,290,1
U5586,39,Female,165,46.3,17,Gain Strength,Intermediate,Gym,7.6,7,0,0.48,98,Pull,2,64,641,1
U5587,42,Female,164,70.7,26.3,Lose Weight,Beginner,Home,6.2,9,3,0.68,67,Lower Body,1,48,320,1
U5588,25,Female,164,71.8,26.7,Build Muscle,Beginner,Mixed,8.2,10,4,0.51,99,Pull,1,64,697,1
U5589,31,Female,171,91.2,31.2,Gain Strength,Intermediate,Gym,6.1,1,2,0.73,97,Upper Body,2,41,463,1
U5590,41,Female,173,88.9,29.7,Lose Weight,Advanced,Mixed,6.7,2,0,0.87,100,Lower Body,3,56,565,1
U5591,37,Male,185,85.2,24.9,Lose Weight,Beginner,Gym,6.4,3,6,0.75,75,Full Body,1,57,393,1
U5592,45,Female,191,81.4,22.3,Improve Fitness,Intermediate,Mixed,7.6,5,1,0.49,62,Cardio,2,34,373,0
U5593,30,Male,153,64.8,27.7,Improve Fitness,Beginner,Mixed,5.2,2,3,0.88,41,Full Body,1,40,354,1
U5594,29,Male,179,55.1,17.2,Build Muscle,Beginner,Home,6.6,5,1,0.77,91,Legs,1,59,503,1
U5595,39,Male,157,60.9,24.7,Build Muscle,Advanced,Gym,6.8,5,3,0.82,58,Lower Body,3,40,356,1
U5596,41,Female,162,65.9,25.1,Lose Weight,Intermediate,Gym,5.8,2,5,0.73,70,Full Body,2,60,495,1
U5597,38,Male,168,59.6,21.1,Build Muscle,Intermediate,Gym,7.3,2,1,0.75,89,Upper Body,2,46,419,1
U5598,20,Male,184,60.3,17.8,Lose Weight,Intermediate,Mixed,7,8,1,0.58,85,Full Body,2,46,458,1
U5599,20,Male,185,94.8,27.7,Build Muscle,Intermediate,Home,7.7,4,6,0.59,85,Push,2,59,600,1
U5600,20,Male,157,44.6,18.1,Lose Weight,Intermediate,Gym,5.2,3,2,0.49,71,Cardio,2,31,243,1
U5601,39,Female,186,94.4,27.3,Gain Strength,Intermediate,Home,4.5,8,5,0.96,73,Legs,2,66,496,1
U5602,39,Male,170,51.7,17.9,Gain Strength,Beginner,Mixed,7.2,8,1,0.92,80,Legs,1,75,492,1
U5603,37,Female,154,69,29.1,Build Muscle,Beginner,Gym,5.6,4,1,0.65,58,Lower Body,1,52,414,0
U5604,19,Female,183,106.2,31.7,Lose Weight,Beginner,Gym,7.8,10,0,1,64,Recovery,1,23,200,1
U5605,24,Male,190,77.6,21.5,Gain Strength,Intermediate,Home,6.9,3,4,0.97,66,Push,2,48,549,1
U5606,31,Male,167,69.7,25,Lose Weight,Intermediate,Gym,7.2,7,4,0.73,62,Full Body,2,54,356,1
U5607,19,Male,181,78.3,23.9,Gain Strength,Advanced,Mixed,6.9,2,6,0.72,86,Lower Body,3,40,309,1
U5608,22,Male,154,75.7,31.9,Build Muscle,Intermediate,Gym,6.2,6,4,0.65,59,Upper Body,2,55,526,1
U5609,27,Male,194,95.2,25.3,Gain Strength,Beginner,Mixed,6.5,2,6,0.76,88,Pull,1,61,474,1
U5610,40,Male,174,51.5,17,Lose Weight,Intermediate,Home,7.6,10,0,0.64,78,Recovery,2,31,331,0
U5611,36,Male,190,74.7,20.7,Gain Strength,Advanced,Gym,8.4,8,0,0.88,80,Upper Body,3,51,422,1
U5612,45,Male,187,97.2,27.8,Gain Strength,Intermediate,Mixed,6.3,2,3,0.61,83,Legs,2,64,517,1
U5613,36,Male,178,67.5,21.3,Improve Fitness,Intermediate,Home,8.7,2,3,0.66,79,Full Body,2,54,548,1
U5614,31,Male,183,111.5,33.3,Improve Fitness,Beginner,Mixed,6.3,1,3,0.73,87,Cardio,1,47,424,1
U5615,18,Female,159,72.1,28.5,Build Muscle,Advanced,Gym,6.7,5,3,0.63,68,Full Body,3,49,532,1
U5616,38,Female,180,99.1,30.6,Lose Weight,Beginner,Gym,6.8,4,2,0.73,65,Cardio,1,44,334,1
U5617,28,Male,160,70.4,27.5,Lose Weight,Advanced,Gym,7.3,0,5,0.54,57,Full Body,3,50,327,1
U5618,38,Male,151,38.8,17,Lose Weight,Intermediate,Home,6.2,10,1,0.86,91,Cardio,2,39,426,1
U5619,32,Male,166,75.5,27.4,Build Muscle,Advanced,Mixed,7.7,8,2,0.7,83,Push,3,60,558,1
U5620,25,Male,153,60.2,25.7,Gain Strength,Intermediate,Mixed,9.1,8,5,0.7,92,Upper Body,2,45,428,1
U5621,26,Female,169,80.5,28.2,Build Muscle,Beginner,Home,7.9,2,0,0.36,85,Legs,1,65,459,1
U5622,40,Female,183,80.4,24,Gain Strength,Beginner,Gym,6.6,9,1,0.45,71,Legs,1,51,395,0
U5623,18,Female,166,67.8,24.6,Build Muscle,Intermediate,Gym,5.7,7,2,0.45,79,Push,2,53,402,0
U5624,20,Female,190,101.8,28.2,Gain Strength,Intermediate,Gym,7.3,5,3,0.93,70,Push,2,66,431,1
U5625,23,Male,151,55.4,24.3,Build Muscle,Beginner,Mixed,6.1,10,0,0.44,99,Upper Body,1,59,471,0
U5626,27,Male,185,100.3,29.3,Lose Weight,Intermediate,Mixed,5.6,3,6,0.75,70,Full Body,2,46,480,1
U5627,34,Female,185,79.7,23.3,Build Muscle,Intermediate,Gym,6.7,4,3,0.79,84,Push,2,54,449,1
U5628,30,Male,168,73.9,26.2,Improve Fitness,Advanced,Mixed,7,7,3,0.69,86,Lower Body,3,50,516,1
U5629,33,Female,163,70.1,26.4,Gain Strength,Intermediate,Home,7.2,5,2,0.71,77,Upper Body,2,51,442,1
U5630,29,Female,154,53.4,22.5,Build Muscle,Intermediate,Gym,8,7,5,0.53,65,Lower Body,2,62,642,1
U5631,23,Male,161,70.2,27.1,Build Muscle,Beginner,Home,5.9,7,5,0.44,72,Push,1,65,738,1
U5632,37,Female,153,40.7,17.4,Gain Strength,Advanced,Home,5.7,0,0,0.86,68,Legs,3,45,357,1
U5633,18,Female,187,104.6,29.9,Improve Fitness,Intermediate,Gym,5.8,10,3,0.7,77,Full Body,2,57,504,1
U5634,30,Female,159,49.6,19.6,Build Muscle,Intermediate,Home,8.2,10,3,0.81,47,Push,2,68,576,1
U5635,20,Female,168,68.6,24.3,Improve Fitness,Beginner,Gym,7.5,0,6,0.61,49,Recovery,1,33,359,1
U5636,21,Female,169,73.4,25.7,Build Muscle,Intermediate,Home,9.5,5,5,0.65,95,Push,2,48,364,1
U5637,30,Male,185,72.9,21.3,Lose Weight,Advanced,Gym,7.3,9,1,0.86,71,Full Body,3,57,561,1
U5638,40,Female,191,84.6,23.2,Build Muscle,Beginner,Gym,7.9,5,3,1,76,Push,1,65,447,1
U5639,20,Female,172,66,22.3,Build Muscle,Beginner,Gym,6.9,4,2,1,74,Legs,1,73,651,1
U5640,26,Female,168,62.1,22,Lose Weight,Advanced,Home,5.8,7,4,0.39,77,Cardio,3,46,390,1
U5641,24,Male,194,102.4,27.2,Build Muscle,Beginner,Gym,6.7,0,5,0.72,54,Lower Body,1,62,516,1
U5642,34,Female,161,65.1,25.1,Improve Fitness,Intermediate,Mixed,7.6,6,1,0.62,97,Full Body,2,46,412,1
U5643,23,Male,166,57.9,21,Build Muscle,Beginner,Gym,7.4,3,6,0.87,70,Pull,1,52,415,1
U5644,24,Male,166,65.3,23.7,Build Muscle,Beginner,Gym,5.5,4,2,0.96,69,Upper Body,1,54,562,1
U5645,23,Female,181,87.8,26.8,Build Muscle,Intermediate,Gym,7.8,8,0,0.61,69,Lower Body,2,43,284,0
U5646,21,Female,182,99.7,30.1,Build Muscle,Advanced,Gym,5.9,0,1,1,60,Legs,3,53,422,1
U5647,22,Male,159,49.3,19.5,Build Muscle,Beginner,Gym,7.2,7,4,1,43,Legs,1,67,511,1
U5648,27,Female,179,76.6,23.9,Improve Fitness,Beginner,Home,7.6,2,1,0.73,77,Full Body,1,47,348,1
U5649,18,Female,172,63.6,21.5,Improve Fitness,Intermediate,Home,6.4,7,6,0.69,55,Upper Body,2,65,551,1
U5650,38,Male,172,71.9,24.3,Gain Strength,Intermediate,Home,6.7,10,0,0.64,76,Push,2,70,755,0
U5651,32,Male,190,61.4,17,Build Muscle,Beginner,Home,6.8,0,6,1,55,Upper Body,1,46,353,1
U5652,28,Male,159,75.6,29.9,Lose Weight,Intermediate,Gym,7.2,10,1,0.61,52,Full Body,2,43,487,0
U5653,24,Female,183,84.1,25.1,Improve Fitness,Beginner,Gym,8.7,1,1,0.65,70,Full Body,1,58,630,1
U5654,35,Female,161,74.4,28.7,Gain Strength,Intermediate,Home,7.5,4,3,0.44,73,Legs,2,54,556,1
U5655,42,Male,182,102.4,30.9,Improve Fitness,Beginner,Gym,7.1,1,6,0.23,77,Full Body,1,45,455,1
U5656,33,Female,194,89.2,23.7,Gain Strength,Intermediate,Gym,5.1,6,2,0.42,86,Pull,2,52,547,0
U5657,44,Female,178,67.8,21.4,Lose Weight,Advanced,Gym,6.1,7,3,0.71,62,Full Body,3,47,517,1
U5658,20,Male,180,80.7,24.9,Gain Strength,Beginner,Mixed,6.9,9,4,0.5,64,Legs,1,64,521,0
U5659,29,Male,159,66.7,26.4,Build Muscle,Intermediate,Gym,7.1,5,2,0.71,100,Pull,2,54,498,1
U5660,19,Male,158,68.9,27.6,Gain Strength,Intermediate,Mixed,8,7,0,0.69,75,Push,2,51,354,1
U5661,34,Male,153,53.1,22.7,Build Muscle,Beginner,Home,8,10,5,0.7,75,Push,1,46,504,1
U5662,34,Female,162,66.1,25.2,Gain Strength,Advanced,Mixed,7.1,1,4,1,62,Lower Body,3,48,375,1
U5663,27,Female,189,77.5,21.7,Build Muscle,Beginner,Home,7.9,3,1,0.61,67,Upper Body,1,53,487,1
U5664,29,Male,183,66.6,19.9,Lose Weight,Beginner,Gym,7.6,4,0,0.81,67,Full Body,1,57,536,1
U5665,23,Female,183,92.1,27.5,Lose Weight,Intermediate,Home,5.1,6,4,0.59,69,Full Body,2,46,382,1
U5666,35,Male,183,65.6,19.6,Build Muscle,Intermediate,Home,5.2,6,3,0.66,82,Pull,2,65,577,1
U5667,44,Female,167,83.4,29.9,Improve Fitness,Advanced,Gym,6.5,1,0,0.85,81,Full Body,3,42,429,1
U5668,30,Female,157,73,29.6,Gain Strength,Beginner,Mixed,6.7,0,2,0.4,73,Legs,1,69,455,1
U5669,35,Male,172,59.8,20.2,Build Muscle,Advanced,Home,6.3,7,1,0.67,66,Full Body,3,52,347,1
U5670,22,Female,150,56.5,25.1,Improve Fitness,Beginner,Home,7.9,10,4,0.65,77,Full Body,1,43,410,1
U5671,28,Female,194,92.6,24.6,Build Muscle,Beginner,Home,8.1,3,5,0.69,70,Push,1,60,598,1
U5672,39,Female,153,53.6,22.9,Build Muscle,Intermediate,Home,6.9,3,0,0.58,58,Push,2,59,454,1
U5673,20,Female,168,78.5,27.8,Gain Strength,Intermediate,Home,5.9,3,4,0.66,87,Legs,2,64,588,1
U5674,25,Female,168,64.9,23,Lose Weight,Beginner,Home,8,6,6,0.61,56,Lower Body,1,63,543,1
U5675,30,Male,187,62.2,17.8,Build Muscle,Intermediate,Gym,8.5,10,3,0.52,83,Legs,2,50,544,1
U5676,18,Male,161,52.6,20.3,Gain Strength,Intermediate,Gym,8.5,10,5,1,46,Lower Body,2,61,471,1
U5677,45,Male,174,60.2,19.9,Build Muscle,Beginner,Gym,8,8,0,0.81,83,Legs,1,65,536,1
U5678,20,Female,160,56.6,22.1,Build Muscle,Intermediate,Gym,9.3,9,3,0.74,53,Push,2,67,725,1
U5679,42,Male,178,74.1,23.4,Gain Strength,Intermediate,Mixed,5.8,9,0,1,62,Lower Body,2,59,386,1
U5680,20,Female,193,99.1,26.6,Improve Fitness,Beginner,Mixed,6.6,8,1,0.61,43,Lower Body,1,40,283,0
U5681,34,Male,182,89.4,27,Build Muscle,Intermediate,Home,8.5,10,3,0.56,48,Pull,2,46,431,1
U5682,20,Male,168,78.7,27.9,Lose Weight,Intermediate,Gym,5.3,0,3,0.94,58,Cardio,2,34,244,1
U5683,31,Female,161,51.6,19.9,Build Muscle,Intermediate,Mixed,7.4,8,4,0.53,61,Full Body,2,44,329,0
U5684,31,Female,185,89,26,Lose Weight,Intermediate,Gym,4.5,7,1,1,72,Lower Body,2,63,647,1
U5685,37,Male,156,46.5,19.1,Lose Weight,Advanced,Gym,6,3,5,0.9,81,Full Body,3,49,419,1
U5686,34,Male,179,97.1,30.3,Build Muscle,Beginner,Mixed,6.3,6,3,0.77,78,Pull,1,69,769,1
U5687,29,Male,191,100,27.4,Improve Fitness,Beginner,Gym,8.3,1,0,0.59,70,Lower Body,1,50,352,1
U5688,18,Male,186,75.8,21.9,Gain Strength,Beginner,Gym,7,8,5,0.85,47,Legs,1,48,396,1
U5689,22,Male,173,87.4,29.2,Lose Weight,Advanced,Mixed,5.8,5,6,0.66,90,Cardio,3,45,349,1
U5690,32,Female,159,65.5,25.9,Gain Strength,Intermediate,Gym,7.5,9,5,0.51,56,Pull,2,47,404,0
U5691,44,Female,174,86.3,28.5,Build Muscle,Intermediate,Home,6.5,0,6,0.63,86,Push,2,60,421,1
U5692,45,Female,158,50.2,20.1,Lose Weight,Beginner,Home,7.4,2,4,0.73,71,Full Body,1,45,488,1
U5693,19,Male,172,66,22.3,Build Muscle,Beginner,Gym,6.5,9,6,0.53,79,Upper Body,1,62,417,1
U5694,33,Male,170,62.7,21.7,Build Muscle,Beginner,Home,8.2,9,4,0.68,56,Full Body,1,41,317,1
U5695,38,Male,157,57.9,23.5,Lose Weight,Intermediate,Home,6.6,8,5,0.9,66,Full Body,2,60,542,1
U5696,26,Male,160,59.6,23.3,Improve Fitness,Advanced,Mixed,8.7,8,6,0.81,96,Recovery,3,29,298,1
U5697,28,Female,188,105.3,29.8,Gain Strength,Advanced,Gym,6.1,1,5,0.9,94,Lower Body,3,60,600,1
U5698,38,Male,173,92.5,30.9,Improve Fitness,Beginner,Gym,8.2,5,6,0.89,67,Full Body,1,47,331,1
U5699,30,Female,152,48.5,21,Build Muscle,Intermediate,Mixed,6.7,6,6,0.42,92,Push,2,58,574,1
U5700,29,Male,176,72.2,23.3,Improve Fitness,Beginner,Home,8.5,0,5,0.5,88,Lower Body,1,62,492,1
U5701,27,Female,156,54.5,22.4,Gain Strength,Beginner,Mixed,5.7,7,6,1,88,Lower Body,1,53,593,1
U5702,31,Female,188,89.8,25.4,Lose Weight,Intermediate,Gym,7.1,3,6,0.8,74,Cardio,2,45,461,1
U5703,25,Male,181,69.5,21.2,Lose Weight,Intermediate,Gym,6.6,4,2,1,100,Lower Body,2,43,364,1
U5704,26,Female,178,98.5,31.1,Gain Strength,Beginner,Mixed,7.6,9,5,0.66,60,Upper Body,1,56,496,1
U5705,28,Female,192,78.9,21.4,Lose Weight,Beginner,Home,6.5,3,0,1,99,Cardio,1,43,301,1
U5706,39,Female,150,62.1,27.6,Lose Weight,Intermediate,Mixed,6,9,2,0.88,68,Recovery,2,34,275,1
U5707,33,Female,188,60.1,17,Lose Weight,Intermediate,Mixed,7.4,5,0,0.57,59,Cardio,2,46,390,1
U5708,45,Male,189,83.6,23.4,Lose Weight,Advanced,Mixed,6.6,1,2,0.71,70,Recovery,3,35,307,1
U5709,39,Male,186,58.8,17,Build Muscle,Intermediate,Gym,8.8,5,5,0.54,57,Upper Body,2,49,543,1
U5710,27,Male,159,58.4,23.1,Improve Fitness,Beginner,Gym,7,3,2,0.98,76,Full Body,1,44,327,1
U5711,39,Male,170,77.7,26.9,Gain Strength,Beginner,Gym,7.4,4,2,0.76,76,Upper Body,1,42,479,1
U5712,26,Male,190,61.4,17,Gain Strength,Beginner,Home,6.8,2,3,0.93,100,Upper Body,1,48,324,1
U5713,40,Female,185,66.4,19.4,Lose Weight,Advanced,Mixed,7.6,0,5,0.62,100,Cardio,3,50,386,1
U5714,30,Female,153,44,18.8,Gain Strength,Intermediate,Gym,7.8,8,6,0.47,67,Push,2,62,530,1
U5715,21,Male,186,84.4,24.4,Lose Weight,Intermediate,Mixed,8.3,5,2,0.53,81,Cardio,2,38,411,1
U5716,22,Male,167,68.6,24.6,Build Muscle,Intermediate,Gym,7.4,7,3,0.89,52,Push,2,66,587,1
U5717,37,Female,162,73.2,27.9,Lose Weight,Intermediate,Gym,6.5,4,1,0.92,77,Full Body,2,40,326,1
U5718,18,Female,163,62.7,23.6,Build Muscle,Advanced,Gym,6.5,5,4,0.87,90,Lower Body,3,48,320,1
U5719,38,Male,161,57.8,22.3,Lose Weight,Beginner,Gym,5.9,8,4,0.84,50,Full Body,1,44,470,1
U5720,19,Male,159,48,19,Improve Fitness,Intermediate,Gym,5.9,4,0,0.65,51,Full Body,2,55,575,0
U5721,25,Male,174,51.5,17,Lose Weight,Intermediate,Gym,5.9,8,6,0.84,52,Cardio,2,48,519,1
U5722,21,Male,182,76.5,23.1,Gain Strength,Advanced,Home,9.2,1,6,0.71,77,Upper Body,3,64,543,1
U5723,26,Female,170,59.2,20.5,Gain Strength,Intermediate,Mixed,9.5,3,2,0.62,68,Pull,2,69,510,1
U5724,18,Female,193,111.7,30,Improve Fitness,Intermediate,Gym,6.9,7,3,0.73,67,Full Body,2,58,617,1
U5725,19,Male,163,61.9,23.3,Lose Weight,Beginner,Gym,7.5,10,2,0.82,62,Lower Body,1,51,539,1
U5726,30,Male,158,53.2,21.3,Build Muscle,Intermediate,Mixed,6.4,1,5,0.47,48,Push,2,65,456,1
U5727,36,Female,157,63.3,25.7,Gain Strength,Intermediate,Mixed,8.1,9,1,0.88,36,Legs,2,67,717,1
U5728,18,Male,191,85.7,23.5,Build Muscle,Beginner,Home,5.9,2,0,0.75,65,Upper Body,1,59,401,1
U5729,21,Female,164,72.6,27,Build Muscle,Intermediate,Gym,7.1,3,0,0.38,57,Upper Body,2,46,309,0
U5730,31,Female,185,83.9,24.5,Build Muscle,Beginner,Gym,7.2,10,2,0.47,48,Lower Body,1,50,430,0
U5731,21,Female,166,68.1,24.7,Lose Weight,Intermediate,Gym,5.6,5,5,0.42,65,Cardio,2,45,422,1
U5732,25,Female,176,69.4,22.4,Lose Weight,Intermediate,Gym,6.1,1,5,0.59,72,Full Body,2,49,496,1
U5733,38,Female,178,68.1,21.5,Gain Strength,Beginner,Gym,7.2,0,0,0.65,74,Legs,1,63,524,1
U5734,29,Female,151,64.3,28.2,Lose Weight,Beginner,Gym,8,0,4,0.95,84,Recovery,1,35,345,1
U5735,30,Male,161,66.1,25.5,Gain Strength,Intermediate,Gym,6.6,0,1,0.65,58,Lower Body,2,41,451,1
U5736,40,Female,191,89.4,24.5,Lose Weight,Beginner,Home,7.9,0,0,0.59,71,Full Body,1,54,560,1
U5737,22,Male,154,51.5,21.7,Lose Weight,Beginner,Gym,7.3,7,6,0.62,60,Cardio,1,46,390,1
U5738,40,Female,182,71.5,21.6,Improve Fitness,Beginner,Mixed,7.7,6,1,0.7,65,Recovery,1,33,362,1
U5739,42,Female,173,76.6,25.6,Lose Weight,Intermediate,Gym,6.6,8,0,0.92,57,Full Body,2,49,483,1
U5740,34,Male,160,60.7,23.7,Lose Weight,Intermediate,Gym,5.6,9,2,0.66,46,Full Body,2,55,377,0
U5741,21,Female,176,85.5,27.6,Build Muscle,Advanced,Home,7.9,9,0,0.86,72,Push,3,69,758,1
U5742,39,Male,188,73.5,20.8,Lose Weight,Intermediate,Gym,6.2,1,1,1,93,Lower Body,2,57,577,1
U5743,31,Female,180,81,25,Build Muscle,Intermediate,Gym,6.5,7,6,0.97,61,Pull,2,68,544,1
U5744,37,Male,169,72.8,25.5,Build Muscle,Intermediate,Home,8.6,7,5,0.57,84,Pull,2,62,468,1
U5745,30,Male,156,65,26.7,Build Muscle,Advanced,Mixed,7.1,1,2,0.54,61,Push,3,52,525,1
U5746,37,Male,165,70,25.7,Lose Weight,Beginner,Gym,5.5,4,2,0.74,80,Cardio,1,43,402,1
U5747,22,Female,171,83.6,28.6,Improve Fitness,Intermediate,Gym,5.6,8,1,0.96,97,Cardio,2,48,472,1
U5748,43,Male,155,62.9,26.2,Improve Fitness,Beginner,Home,6,7,2,0.66,71,Cardio,1,49,558,1
U5749,40,Male,188,90.5,25.6,Build Muscle,Beginner,Gym,7.1,8,3,0.77,70,Full Body,1,41,308,1
U5750,39,Female,175,78.4,25.6,Build Muscle,Beginner,Gym,6.6,8,0,0.66,63,Legs,1,67,540,1
U5751,27,Male,190,117.7,32.6,Lose Weight,Intermediate,Gym,8.7,4,5,0.82,91,Lower Body,2,60,564,1
U5752,41,Male,192,102.9,27.9,Build Muscle,Beginner,Mixed,7.3,2,4,0.45,68,Push,1,56,532,1
U5753,35,Female,192,85.2,23.1,Build Muscle,Beginner,Gym,5.9,1,3,0.45,79,Pull,1,56,454,1
U5754,29,Male,184,87.7,25.9,Gain Strength,Intermediate,Home,5.8,0,3,0.59,89,Pull,2,69,723,1
U5755,38,Male,162,54.6,20.8,Improve Fitness,Beginner,Gym,7.3,4,5,0.69,79,Upper Body,1,47,448,1
U5756,25,Female,183,70,20.9,Build Muscle,Advanced,Gym,7.2,9,5,0.75,75,Full Body,3,59,433,1
U5757,20,Male,174,75.1,24.8,Build Muscle,Beginner,Home,7.5,9,0,1,100,Legs,1,53,371,1
U5758,24,Female,180,70.6,21.8,Improve Fitness,Beginner,Home,4.5,5,4,0.83,74,Cardio,1,45,371,1
U5759,28,Female,150,65.2,29,Gain Strength,Beginner,Gym,7.4,8,4,0.73,88,Push,1,50,361,1
U5760,22,Female,172,88.2,29.8,Gain Strength,Advanced,Gym,5.6,3,2,0.57,70,Legs,3,74,592,1
U5761,43,Male,159,62.9,24.9,Build Muscle,Intermediate,Mixed,6.9,3,5,0.8,86,Push,2,52,528,1
U5762,18,Female,191,115.6,31.7,Gain Strength,Intermediate,Home,7.7,4,3,0.57,69,Lower Body,2,43,459,1
U5763,44,Female,190,87.4,24.2,Gain Strength,Beginner,Home,7.7,8,3,0.79,100,Legs,1,51,494,1
U5764,24,Male,172,66.9,22.6,Gain Strength,Intermediate,Gym,7.5,7,0,1,63,Upper Body,2,52,391,1
U5765,24,Female,195,95.4,25.1,Improve Fitness,Beginner,Gym,6.1,0,1,0.73,60,Full Body,1,43,445,1
U5766,35,Female,172,85.5,28.9,Gain Strength,Intermediate,Mixed,7.3,6,6,0.55,84,Lower Body,2,44,463,1
U5767,43,Male,160,64.8,25.3,Lose Weight,Beginner,Mixed,8.1,6,4,0.51,77,Full Body,1,60,571,1
U5768,41,Male,151,63.2,27.7,Lose Weight,Intermediate,Gym,6.6,1,0,0.49,71,Lower Body,2,64,668,1
U5769,31,Female,176,92,29.7,Lose Weight,Intermediate,Home,8.3,5,5,0.64,52,Cardio,2,49,370,1
U5770,19,Male,160,58.1,22.7,Improve Fitness,Beginner,Home,6.6,4,1,0.8,70,Upper Body,1,46,320,1
U5771,25,Male,152,49.2,21.3,Improve Fitness,Intermediate,Gym,8.3,2,4,0.75,78,Full Body,2,40,260,1
U5772,28,Female,191,63.1,17.3,Build Muscle,Beginner,Home,4.5,5,1,0.46,64,Push,1,57,651,0
U5773,18,Female,195,102.3,26.9,Build Muscle,Intermediate,Home,4.5,4,1,1,74,Legs,2,45,511,1
U5774,37,Female,158,75.4,30.2,Improve Fitness,Beginner,Gym,6.1,9,3,0.81,73,Full Body,1,45,429,1
